	13	4981407	1	1.0	35
	13	5038071	1	1.0	35
	13	5247292	1	1.0	48
	13	7236141	1	1.0	41
	13	8084918	1	1.0	45
	13	9211680	0	1.0	50
	13	9810875	1	1.0	50
	13	10558714	1	1.0	48
	13	10850171	0	1.0	48
	13	13220286	0	1.0	43
	13	14194273	1	1.0	50
	13	14576828	1	1.0	50
	13	14723455	0	1.0	50
	13	15097130	1	1.0	50
	13	17243929	0	1.0	46
	13	21969108	0	1.0	50
	13	27909596	1	1.0	50
	13	28195003	0	1.0	50
	13	33017839	1	1.0	50
	13	33030339	1	1.0	37
	13	33750543	0	1.0	50
	13	35090562	1	1.0	50
	13	35399856	1	1.0	32
	13	40404949	0	1.0	50
	13	48756266	0	1.0	50
	13	50146975	0	1.0	50
	13	50413884	0	1.0	50
	13	52742085	0	1.0	46
	13	52829834	0	1.0	47
	13	53558482	0	1.0	43
	13	55410284	0	1.0	38
	13	56814342	1	1.0	37
	13	61875063	1	1.0	22
	13	62315279	1	1.0	47
	13	66939094	1	1.0	42
	13	68080568	0	1.0	31
	13	71265431	1	1.0	50
	13	74529531	1	1.0	34
	13	75153172	1	1.0	50
	13	75539484	1	1.0	50
	13	76503793	0	1.0	50
	13	77010431	1	1.0	37
	13	78675118	1	1.0	50
	13	78682953	0	1.0	48
	13	80211809	0	1.0	50
	13	81345673	1	1.0	47
	13	82606022	1	1.0	40
	13	85170666	1	1.0	50
	13	86363436	1	1.0	50
	13	86391497	1	1.0	50
	13	86765093	0	1.0	45
	13	89768740	0	1.0	33
	13	90997556	0	1.0	50
	13	91291812	1	1.0	50
	13	97168041	1	1.0	48
	13	98730480	0	1.0	50
	13	105852963	1	1.0	47
	13	107632539	0	1.0	50
	13	108715892	1	1.0	50
	13	117824459	1	1.0	47
	13	118994448	0	1.0	50
	13	119613353	0	1.0	45
	13	119826245	0	1.0	50
	13	119840223	0	1.0	50
	13	119864866	0	1.0	50
	13	119871490	0	1.0	50
	13	119872072	0	1.0	50
	13	119885977	0	1.0	50
	13	120195188	0	1.0	50
	13	120195252	1	1.0	50
	13	120196036	0	1.0	50
	13	120211159	0	1.0	50
	13	120221016	0	1.0	50
	13	120221041	0	1.0	50
	13	120248301	0	1.0	50
