	16	3583654	1	1.0	50
	16	8627538	1	1.0	37
	16	10253195	0	1.0	46
	16	11520447	0	1.0	41
	16	14658451	1	1.0	50
	16	14661634	1	1.0	35
	16	15042553	0	1.0	42
	16	16187175	1	1.0	50
	16	20138570	0	1.0	35
	16	27669103	0	1.0	38
	16	29160658	0	1.0	44
	16	31379309	1	1.0	50
	16	38514827	0	1.0	50
	16	43732961	1	1.0	41
	16	47054795	0	1.0	48
	16	47782266	0	1.0	46
	16	53917120	1	1.0	50
	16	55645431	1	1.0	44
	16	58116930	0	1.0	38
	16	61671391	1	1.0	50
	16	63336248	1	1.0	37
	16	68963386	1	1.0	40
	16	81623212	0	1.0	48
	16	95782872	1	1.0	50
	16	97205696	0	1.0	45
	16	97588288	1	1.0	50
	16	98107525	0	1.0	50
	16	98107573	1	1.0	50
	16	98107574	1	3.0	50
	16	98107578	1	1.0	50
