	10	5809655	0	1.0	42
	10	5960836	0	1.0	47
	10	7348776	0	1.0	50
	10	7349661	0	1.0	48
	10	7349796	0	1.0	37
	10	7351733	0	1.0	50
	10	7353922	1	1.0	50
	10	7356802	1	1.0	50
	10	7356803	1	1.0	50
	10	7367223	1	1.0	50
	10	7369532	0	1.0	50
	10	7373115	0	1.0	50
	10	7374254	1	1.0	50
	10	7408555	0	1.0	50
	10	7410470	0	1.0	50
	10	7481074	1	1.0	50
	10	7481081	1	1.0	50
	10	9049886	1	1.0	45
	10	17391519	0	1.0	46
	10	19971503	1	1.0	39
	10	21374893	0	1.0	50
	10	23041232	1	1.0	50
	10	23814178	1	1.0	44
	10	23841136	1	1.0	45
	10	32059487	1	2.0	45
	10	32778127	0	1.0	36
	10	33593704	1	1.0	50
	10	34419796	1	1.0	50
	10	38752571	1	1.0	50
	10	42603533	1	1.0	34
	10	44248150	0	1.0	21
	10	47561051	1	1.0	50
	10	50083619	1	1.0	45
	10	53417624	1	1.0	19
	10	54881682	1	1.0	48
	10	55225351	0	1.0	45
	10	59795345	0	1.0	50
	10	60445856	0	1.0	30
	10	60445861	1	1.0	40
	10	60445876	1	1.0	45
	10	60746478	0	1.0	50
	10	66779361	0	1.0	43
	10	69381171	1	1.0	50
	10	70925107	1	1.0	41
	10	75416895	1	1.0	45
	10	77855557	1	1.0	38
	10	79259383	1	1.0	48
	10	80760578	0	1.0	50
	10	81339713	0	1.0	50
	10	89097552	1	1.0	50
	10	95455943	0	1.0	47
	10	112131896	1	1.0	45
	10	114908351	1	1.0	45
	10	116860122	1	1.0	33
	10	117971778	1	1.0	43
	10	123074248	0	1.0	50
	10	125184787	1	1.0	50
	10	125804563	1	1.0	43
	10	128288112	0	1.0	48
	10	130530410	0	1.0	40
	10	130556332	0	1.0	50
	10	130556449	0	1.0	50
	10	130556467	0	1.0	50
	10	130556545	0	1.0	50
	10	130558014	0	1.0	50
	10	130558389	0	1.0	50
	10	130558413	0	1.0	50
	10	130558555	0	1.0	50
	10	130558854	0	1.0	50
	10	130558862	0	1.0	50
	10	130558870	0	1.0	50
	10	130559171	0	1.0	50
	10	130577358	0	1.0	50
	10	130579330	0	1.0	50
	10	130579388	0	1.0	50
	10	130579403	0	1.0	50
	10	130579517	0	1.0	50
	10	130579526	0	1.0	50
	10	130579565	0	1.0	50
	10	130579768	0	1.0	50
	10	130579862	0	1.0	50
	10	130584775	0	1.0	50
	10	130592835	0	2.0	50
