	13	4324578	1	1.0	46
	13	4856294	1	1.0	50
	13	7890134	1	1.0	45
	13	8195671	1	1.0	44
	13	9218622	1	1.0	47
	13	9547749	0	1.0	50
	13	10706099	0	1.0	37
	13	10779022	0	1.0	50
	13	11460142	0	1.0	47
	13	12144959	0	1.0	34
	13	14452002	0	1.0	41
	13	17653710	0	1.0	48
	13	19846425	0	1.0	33
	13	22435185	0	1.0	50
	13	24726269	1	1.0	50
	13	25536595	1	1.0	47
	13	27111186	1	1.0	50
	13	27217340	1	1.0	47
	13	27267350	1	1.0	50
	13	28324726	1	1.0	50
	13	34134230	1	1.0	46
	13	36106473	1	1.0	45
	13	39381221	1	1.0	45
	13	41057546	0	1.0	45
	13	41895358	1	1.0	38
	13	42268697	0	1.0	32
	13	46659289	1	1.0	48
	13	50900826	0	1.0	43
	13	51627942	1	1.0	46
	13	52774911	0	1.0	50
	13	53301119	1	1.0	50
	13	54480359	1	1.0	50
	13	57406131	0	1.0	43
	13	58796872	0	1.0	42
	13	60404846	1	1.0	48
	13	61393580	1	1.0	50
	13	64785039	1	1.0	50
	13	68846628	0	1.0	50
	13	69758732	0	1.0	48
	13	73144715	0	1.0	50
	13	74529531	1	1.0	34
	13	75649237	1	1.0	43
	13	76353548	1	1.0	50
	13	76360304	0	1.0	48
	13	77010399	0	1.0	33
	13	80174177	0	1.0	50
	13	84536235	0	1.0	50
	13	85807409	0	1.0	44
	13	87340715	0	1.0	50
	13	93763762	0	1.0	50
	13	94821023	1	1.0	40
	13	97199093	0	1.0	43
	13	97526616	1	1.0	48
	13	102181470	0	1.0	43
	13	102800577	1	1.0	50
	13	106924581	1	1.0	50
	13	112083480	1	1.0	31
	13	114393777	0	1.0	43
	13	115973469	0	1.0	42
	13	116484133	0	1.0	38
	13	119632852	0	3.0	50
	13	119850110	1	1.0	50
	13	119871482	0	1.0	50
	13	119872871	0	1.0	50
	13	119886484	0	1.0	50
	13	119887428	0	1.0	50
	13	119890011	0	1.0	50
	13	120109565	1	1.0	50
	13	120109804	1	1.0	50
	13	120109813	1	1.0	50
	13	120221435	1	1.0	50
	13	120256790	0	1.0	50
